ro_gr1,h_gr1,m_gs1,m_gs2,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,q1,q2,SSB1,f
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
398642,0.640897,0.199888,0.199888,83696.5,327748,0.26,0.735, 55610.2, 20784.3, 3051.34, 0.230676,0.184974,7.75627e-009,3941.16,267.549
