ro_gr1,h_gr1,m_gs1,m_gs2,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,q1,q2,SSB1,f
208710,0.609285,0.199888,0.199888,60285.2,593416,0.26,0.735, 24411.6, 9448.84, 1395.9, 0.237608,0.075465,8.06947e-005,5292.85,395.065
177497,0.664144,0.199888,0.199888,72442.8,1630.41,0.26,0.735, 20760.9, 7687.71, 1266.73, 0.272869,0.0670069,5.87157e-005,8703.63,384.861
216957,0.656339,0.199888,0.199888,72649.7,8.37615,0.26,0.735, 25376.2, 9455.68, 1534.93, 0.267691,0.079988,6.35705e-005,7628.31,383.686
186815,0.687581,0.199888,0.199888,88892.2,1724.79,0.26,0.735, 21850.7, 7941.19, 1367.2, 0.288787,0.0425752,3.55991e-005,12507.9,385.912
194430,0.732857,0.199888,0.199888,83022.5,1.60081,0.26,0.735, 22741.4, 7971.1, 1488.51, 0.321316,0.0512045,3.64617e-005,12894.5,384.311
183515,0.79685,0.199888,0.199888,79193.4,691.885,0.26,0.735, 21464.8, 7142.22, 1487.63, 0.372352,0.0617131,4.82227e-005,9161.04,384.676
294929,0.524907,0.199888,0.199888,72134,324030,0.26,0.735, 34496.2, 14339.8, 1746.32, 0.187523,0.051095,5.28789e-005,7580.71,389.232
200231,0.59363,0.199888,0.199888,71627.2,74.3578,0.26,0.735, 23419.9, 9182.25, 1312.25, 0.227983,0.0472303,4.63765e-005,8533.7,384.026
162010,0.675259,0.199888,0.199888,66796.3,54.502,0.26,0.735, 18949.4, 6954.85, 1170.28, 0.280347,0.0707929,4.73908e-005,8600.02,384.139
188830,0.764503,0.199888,0.199888,67119.8,27706.5,0.26,0.735, 22086.4, 7546.42, 1488.36, 0.345709,0.0811552,5.83131e-005,7802.72,393.828
164441,0.844613,0.199888,0.199888,69183.4,1.98544,0.26,0.735, 19233.7, 6146.93, 1385.7, 0.415598,0.105648,5.59589e-005,9408.79,388.731
161715,0.873131,0.199888,0.199888,69833.9,528526,0.26,0.735, 18914.9, 5895.54, 1392.84, 0.444179,0.104754,6.18734e-005,7835.12,384.91
154763,0.866955,0.199888,0.199888,80366.8,2.58011,0.26,0.735, 18101.8, 5673.19, 1326.77, 0.437787,0.0759718,4.04101e-005,10900.2,375.88
146040,0.861177,0.199888,0.199888,68842.6,6.68209,0.26,0.735, 17081.5, 5380.84, 1246.49, 0.431911,0.122684,5.46518e-005,8411.65,371.638
133708,0.928207,0.199888,0.199888,70232.9,1.89159e+006,0.26,0.735, 15639.1, 4630.45, 1198.62, 0.507196,0.138732,4.76511e-005,12349.8,384.164
145657,0.838255,0.199888,0.199888,72979.5,572039,0.26,0.735, 17036.6, 5474.64, 1221.29, 0.409531,0.0831471,4.03107e-005,13527,391.101
127184,0.834908,0.199888,0.199888,66108.3,35.1885,0.26,0.735, 14876, 4794.04, 1063.58, 0.406378,0.111771,5.01102e-005,9479.43,375.269
112108,0.958719,0.199888,0.199888,59236.5,18882.3,0.26,0.735, 13112.7, 3764.65, 1026.46, 0.547992,0.13392,6.10054e-005,7479.46,376.517
106189,0.885246,0.199888,0.199888,62234.6,73409.2,0.26,0.735, 12420.4, 3829.22, 922.899, 0.457072,0.107732,5.84428e-005,8338.78,368.434
125414,0.886588,0.199888,0.199888,64268,332.784,0.26,0.735, 14669, 4516.95, 1091.06, 0.458531,0.107291,6.24486e-005,7513.32,368.479
125344,0.92489,0.199888,0.199888,63286.5,5.71704,0.26,0.735, 14660.8, 4354.83, 1121.02, 0.503048,0.115165,6.15725e-005,7549.13,373.806
100252,0.922091,0.199888,0.199888,60510.2,63097.5,0.26,0.735, 11726, 3492.54, 894.836, 0.499587,0.135337,6.22774e-005,7306.77,381.646
95050.4,0.935446,0.199888,0.199888,64980.1,214.843,0.26,0.735, 11117.5, 3268.31, 856.408, 0.51643,0.0962583,4.67119e-005,10532.7,388.576
108043,0.909076,0.199888,0.199888,57785.2,1.24809e+006,0.26,0.735, 12637.2, 3811.03, 955.465, 0.48395,0.111044,5.88467e-005,8922.52,391.479
108215,0.854154,0.199888,0.199888,64102,11389.2,0.26,0.735, 12657.3, 4011.79, 918.68, 0.424901,0.0930284,5.37976e-005,8360.53,402.138
81806.1,0.981216,0.199888,0.199888,60551.3,23.6097,0.26,0.735, 9568.4, 2681.51, 760.494, 0.581674,0.11302,5.82505e-005,8329.07,398.237
100366,0.892667,0.199888,0.199888,67190.5,38.9184,0.26,0.735, 11739.3, 3594.77, 877.07, 0.465216,0.0701395,4.50171e-005,9848.12,392.547
104295,0.865393,0.199888,0.199888,63138.6,536170,0.26,0.735, 12198.9, 3828.49, 893.055, 0.436188,0.0838607,5.13581e-005,10167.3,395.247
91718.2,0.79494,0.199888,0.199888,57593.9,21748.8,0.26,0.735, 10727.8, 3575.22, 742.299, 0.370725,0.0760717,5.41546e-005,8791.92,391.72
132669,0.704434,0.199888,0.199888,62587.7,1.49315,0.26,0.735, 15517.6, 5564.2, 987.862, 0.300601,0.0699891,5.02302e-005,10215.8,390.533
121435,0.731366,0.199888,0.199888,61558.3,406589,0.26,0.735, 14203.6, 4984.47, 928.361, 0.320202,0.0626814,4.37351e-005,11277.2,397.023
82856.6,0.820817,0.199888,0.199888,58216.5,366.319,0.26,0.735, 9691.27, 3160.78, 685.105, 0.393404,0.0893997,4.94306e-005,10837.6,395.669
119950,0.802987,0.199888,0.199888,51917.2,2.5366,0.26,0.735, 14029.9, 4644.64, 977.377, 0.377628,0.101083,6.38847e-005,6857.94,394.56
109813,0.937912,0.199888,0.199888,55964.2,1.29233,0.26,0.735, 12844.3, 3766.68, 991.127, 0.519636,0.0707969,5.41094e-005,8158.14,393.85
107191,0.885818,0.199888,0.199888,56059.1,3.45142,0.26,0.735, 12537.5, 3863.32, 931.996, 0.457692,0.0674104,5.13107e-005,7497.19,402.217
97492.2,0.849934,0.199888,0.199888,51109.1,10.6971,0.26,0.735, 11403.1, 3627.58, 824.953, 0.420756,0.0787408,6.65253e-005,6621.36,397.545
106985,0.897096,0.199888,0.199888,46629.1,2.07385,0.26,0.735, 12513.4, 3816.19, 937.937, 0.470172,0.109865,8.19045e-005,6524.74,395.097
102698,0.826344,0.199888,0.199888,42498.6,6275.34,0.26,0.735, 12012, 3899.41, 852.965, 0.398438,0.0932692,8.88542e-005,5070.55,394.724
76958.7,0.740066,0.199888,0.199888,45255.7,507631,0.26,0.735, 9001.44, 3136.89, 593.195, 0.326741,0.0789691,7.31702e-005,6553.97,400.213
71313.1,0.732421,0.199888,0.199888,46994.7,1333.04,0.26,0.735, 8341.09, 2924.67, 545.731, 0.32099,0.0646015,5.90165e-005,9564.6,399.383
91470.8,0.70547,0.199888,0.199888,44238.4,17.0236,0.26,0.735, 10698.8, 3833.14, 681.806, 0.301338,0.0850703,7.16113e-005,7523.66,413.647
112705,0.660365,0.199888,0.199888,47546.9,8.7202,0.26,0.735, 13182.5, 4896.25, 800.971, 0.270355,0.0624402,6.42279e-005,7691.11,408.392
79403.7,0.661643,0.199888,0.199888,45355.4,291.211,0.26,0.735, 9287.41, 3446, 565.107, 0.271204,0.0871106,7.16255e-005,6069.87,413.068
68490.2,0.81514,0.199888,0.199888,41780.5,8328.92,0.26,0.735, 8010.92, 2625.25, 563.703, 0.388307,0.0835974,7.47179e-005,5016.78,408.447
85370.5,0.73906,0.199888,0.199888,41113.8,206.017,0.26,0.735, 9985.32, 3482.58, 657.412, 0.325979,0.103374,8.53071e-005,4576.85,403.61
110664,0.633903,0.199888,0.199888,43334.3,9.32118,0.26,0.735, 12943.7, 4910.91, 762.881, 0.253117,0.0865094,7.45446e-005,5031.62,402.154
114938,0.700593,0.199888,0.199888,44750.6,2.17675,0.26,0.735, 13443.6, 4835.33, 852.514, 0.29788,0.0901934,6.64507e-005,5653.19,399.551
95439.5,0.797554,0.199888,0.199888,47999,6.01132,0.26,0.735, 11163, 3712.24, 774.123, 0.372954,0.0988895,6.62237e-005,5794.76,397.475
97893.9,0.820149,0.199888,0.199888,44694.8,544.301,0.26,0.735, 11450.1, 3736.52, 809.003, 0.392801,0.0911693,7.50693e-005,5640.13,389.13
95806.5,0.766168,0.199888,0.199888,49530.7,1390.62,0.26,0.735, 11206, 3823.64, 756.27, 0.347035,0.0837029,7.52937e-005,6235.15,382.997
82934,0.882736,0.199888,0.199888,43466.2,2523.92,0.26,0.735, 9700.33, 2997.45, 719.447, 0.45436,0.113892,9.49661e-005,4655.8,388.387
67268,0.850091,0.199888,0.199888,43132.6,1144.78,0.26,0.735, 7867.96, 2502.63, 569.273, 0.420909,0.109646,8.6536e-005,4973.83,386.114
71288.6,0.870637,0.199888,0.199888,46577.9,1.79897,0.26,0.735, 8338.23, 2604.71, 612.853, 0.441583,0.121742,7.85453e-005,5887.06,390.677
85755.2,0.787562,0.199888,0.199888,44311.5,1.04634e+006,0.26,0.735, 10030.3, 3363.17, 689.694, 0.364507,0.119873,8.61324e-005,4985.31,388.818
77116.4,0.874236,0.199888,0.199888,49058.3,2755.31,0.26,0.735, 9019.88, 2808.6, 664.75, 0.445334,0.0884071,6.85771e-005,5513.38,379.763
73754.4,0.92149,0.199888,0.199888,46588.8,1.14144e+006,0.26,0.735, 8626.64, 2570.91, 658.04, 0.49885,0.0956965,7.69678e-005,5155.24,374.068
75172.8,0.809003,0.199888,0.199888,50685.5,6.01298,0.26,0.735, 8792.54, 2896.23, 615.589, 0.382875,0.0622079,6.31292e-005,5914.5,384.072
66316,0.785447,0.199888,0.199888,49177.2,80502.2,0.26,0.735, 7756.61, 2605.32, 532.384, 0.362743,0.0633897,6.09781e-005,7312.16,380.053
87009.7,0.801661,0.199888,0.199888,54888.3,695381,0.26,0.735, 10177, 3372.84, 708.184, 0.376482,0.0495744,4.8609e-005,11889.7,392.215
103341,0.811833,0.199888,0.199888,57632.3,2333.49,0.26,0.735, 12087.2, 3972.09, 848.237, 0.38537,0.0543094,4.62904e-005,11207.6,386.441
83242.5,0.78506,0.199888,0.199888,56068.3,138366,0.26,0.735, 9736.41, 3271.35, 668.048, 0.362421,0.0541766,5.46373e-005,10704.9,387.935
87618.4,0.803904,0.199888,0.199888,61081,499.34,0.26,0.735, 10248.2, 3390.11, 714.476, 0.378423,0.0397074,4.48164e-005,12413.2,393.328
72297.1,0.917594,0.199888,0.199888,54201.5,39379,0.26,0.735, 8456.19, 2529.57, 643.256, 0.494102,0.0500167,5.40883e-005,9412.07,395.779
86120.1,0.852559,0.199888,0.199888,50029.2,1176.96,0.26,0.735, 10073, 3197.13, 730.208, 0.423329,0.0568832,6.93349e-005,7264.98,389.339
101603,0.852114,0.199888,0.199888,52468.8,521.427,0.26,0.735, 11883.9, 3773.38, 861.19, 0.422892,0.0676838,7.08066e-005,7515.17,395.427
77396.6,0.828811,0.199888,0.199888,50085.9,2.8877e+006,0.26,0.735, 9052.65, 2932.57, 644.095, 0.400707,0.0636774,7.11859e-005,7252.03,396.178
95963.9,0.821974,0.199888,0.199888,47212.3,1.19688,0.26,0.735, 11224.4, 3657.21, 794.228, 0.394452,0.0594408,7.51671e-005,6674.27,398.966
