rt1_1929,rt1_1930,rt1_1931,rt1_1932,rt1_1933,rt1_1934,rt1_1935,rt1_1936,rt1_1937,rt1_1938,rt1_1939,rt1_1940,rt1_1941,rt1_1942,rt1_1943,rt1_1944,rt1_1945,rt1_1946,rt1_1947,rt1_1948,rt1_1949,rt1_1950,rt1_1951,rt1_1952,rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002
506946,273632,378262,112463,196056,121636,103990,226996,537871,63587.2,674175,17054.4,33782.6,226862,335773,940608,209830,44983.6,9442.42,7826.26,98124.3,123858,312868,53740.5,133306,154838,362726,159871,128661,139560,38645.3,66530.6,24058,161018,154517,73634.7,11063.1,20129.2,128605,36932.6,39892.4,84170.8,177210,75273.2,34108.2,28474.3,47873.3,28723.5,5246.64,51243.7,178769,32509.1,34197.2,8196.6,20377.7,34220.6,24405.4,26604.1,48168.5,76535.4,68202.2,11607.4,2990.47,90198.5,161035,38742.4,81458.7,17944.1,259341,28559.6,58895,80407.4,29643.9,30600.9
301599,449837,747482,100904,134258,161276,139289,83757,393443,111204,632920,24348.2,36275.8,252375,113610,1.26658e+006,250978,26280.8,26992.2,13143.1,188595,244156,585664,43406.5,28159.7,252784,563198,70980,99174,110970,62549.5,55097.2,20849.1,199127,67201.9,90771.5,20878.4,19264.4,75236.2,41098,59227.6,35372.6,124119,76578.9,35688.6,31898.9,50409.4,34069.6,6873.44,73559.2,211539,11422.7,39180.7,9690.15,30923.9,17623.3,26208,40077,30883.6,44259.4,24425.9,10311.9,4804.44,61144.6,69466.6,18774.6,77857.5,17630.6,152459,49705.1,60022,38753.9,13514.7,22736.4
365655,138320,425636,226956,151693,205667,294779,84232.1,52868.2,49591.3,549416,30090.3,51065.7,320829,79186.1,845130,128412,41044.9,19500.6,17201.7,245920,104592,208440,29847.9,76971,230921,214009,103234,198676,54973.9,46442.7,84722.4,46631.6,182273,45404.6,227279,34253.5,10851.3,147240,31418.5,25802.9,28535.3,113116,126813,50331,30179.3,78091.1,17621.1,7263.84,81670.4,238477,14367.6,24457.3,8922.75,32106,21653.5,7324.6,52441.9,46686.5,47877,25994.8,8383.11,19511,84738.4,23596.6,46030.2,53002,16906.2,92663.9,17724.3,96786,78106.2,20267.6,24522.2
309714,230502,119553,75937,121706,237034,339515,134803,28886.6,55747.7,304562,27935.9,129645,131241,33890.9,579855,255055,30076.8,27837.4,10133.9,72869.4,84572.4,669707,19386.1,136586,82772,237941,65844.7,61705.1,130444,60937.9,116545,101283,144360,54520.1,239667,48449.5,23511.2,99333,63948.2,22499.5,27202.4,141124,79841.6,67579.9,34150.3,106768,17438.7,10045.6,90064.1,110117,28870,12086.4,11038,29324.6,19237.1,15783.4,46805.4,36325.5,105177,30351.6,7783.1,23116.5,61682,24070.3,49312.8,58210.7,36943.6,80161.6,19230.7,177531,102475,50399.2,45256.3
381890,96566.8,242182,28845.7,216837,240824,307141,236996,22112.2,112024,521894,46883.7,152546,52813.5,56140.7,500280,307437,17592.1,56658.4,12132.3,42965.4,93772.1,308573,78766.5,125986,92890.6,244010,37048.7,43197.5,137974,81058.4,82909.3,117908,127217,58286.9,251974,37690.4,20133.9,154410,52531.5,48385.8,8220.25,52179.9,142359,101059,39176.7,117896,11056.7,21168.8,159328,66169.6,51741.4,19025.1,16135.5,28528.8,31843.2,18512.5,85242.5,37958.1,56548.9,48964.9,15083.7,35267.5,124600,31114.5,23940.5,74085,42862.9,96310.2,28695.8,167286,144250,54448.9,47638.8
2.03356e+006,98355.6,86863.1,58067.8,351794,133159,238563,210979,17223,82607.3,545934,35212.2,74830.5,159208,82443.9,532150,620805,9871.85,42953.9,3518.04,139020,81494.1,413867,86198.5,355766,28100.6,85608.4,45266.3,99196,286543,49451.7,94253.2,97283.6,217528,70792,134270,21609.7,47905,124156,49560.4,141285,4560.18,55807,53147.1,65198.2,29805.6,93122.9,13787,23070.3,192668,48124.6,45116.1,20067.6,20300.3,34281.9,40822.9,11844.2,33628.6,34362,57670.6,26649.8,22340.8,23701.7,52130,34435.3,10863.1,117414,22835.3,86352,32087.1,118011,228811,51896.7,28105.8
962390,57427.2,31767.9,75942.1,268775,116040,387972,171441,16353.9,33296,820443,66360.1,34379.8,159765,76153.3,959299,296508,19282.5,33911,6970.05,252321,29031.2,255089,177295,134757,31776.8,103438,31950.8,321000,362359,43227,51790.9,75054.2,214280,151784,65139.8,24974.7,100351,107099,61892,142004,2903.09,51045.7,49209,74232.5,37006.3,56050.3,16240.6,34022.8,98577.9,99407.1,49957,18501.1,17208.9,33423.4,52567.3,25985.4,24929.8,65747.7,29025.9,48670.3,53713.3,24740.9,43981.2,38221.9,11110.2,73133,30231.8,104766,44188.1,98867.3,175218,67470.3,53473.9
174837,32931.9,22984.5,236886,293980,61524.4,164337,518998,29309.7,56142.3,545144,35734.1,22254.2,147038,59505.4,835763,463530,10966.8,37420.6,20832.1,198508,109738,79058.4,57886.4,181082,71948.8,68034,21569.5,511795,266100,21151,23619.6,68721.1,117988,145396,135279,55373.9,105151,51123.1,54265.2,74334.9,5479.77,83446.2,62988.9,56331.3,103977,19619.3,10444.6,24554.7,84584.9,114749,70224.9,28033.9,11841.1,26497.7,23778.1,42357.4,14363.4,34331.7,22989,45797.1,75418.3,24992.9,34415.3,29806.2,9388.53,19617.8,8713.61,75819.5,73769.8,60795.4,174158,66671.5,48452
221299,22572.8,40972.3,188548,949487,45554.1,503033,138542,54171,56032.4,410437,83243.9,19562.6,140055,95740.3,370451,807040,25925.3,27739.9,41399,389238,52243.6,161579,45371.3,131483,46337.6,45141.5,34741.2,330781,304966,42928.8,60961.9,50714.7,132959,165050,48022.8,42866.5,104135,108291,100761,82201,5059.3,124720,11072.1,108784,144000,26414.3,17290.4,22244.8,88584.9,93263.3,44384.4,33157.6,13254.4,19263.7,25108.4,54991.5,20452.2,21526.2,8060.45,55219.1,23688.1,35256.5,21452.4,30700.3,7886.4,16464.8,9470.23,29475.8,119599,89774,134302,23062.6,22506.7
124817,65412.6,43134.4,150958,1.15362e+006,53378.1,522205,90483.8,45949.2,78537.9,213822,71953.9,32754.4,94676.8,270592,407701,635976,13130.6,28432.3,126784,293680,55162.5,284222,19774.3,47622.4,49099,117416,44742,186829,483021,19704.1,49230.7,34397.8,128687,319678,87580.6,21614.4,169207,132554,115131,87525.6,10356.9,91725.6,23926.3,86271.6,110849,44973.4,21080.3,47453.7,131902,36717.1,37521.7,23046.4,37877,46895.9,55267.7,13750.8,41583.3,30888.5,24240.6,91362.6,26550.3,92793.2,21672.6,45168.3,13868.8,16231.3,9927.12,52546.5,195398,174068,245842,155712,47886.6
