sbt1_1928,sbt1_1929,sbt1_1930,sbt1_1931,sbt1_1932,sbt1_1933,sbt1_1934,sbt1_1935,sbt1_1936,sbt1_1937,sbt1_1938,sbt1_1939,sbt1_1940,sbt1_1941,sbt1_1942,sbt1_1943,sbt1_1944,sbt1_1945,sbt1_1946,sbt1_1947,sbt1_1948,sbt1_1949,sbt1_1950,sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003
46675.9,44388.9,42272.1,40440.3,37890.9,32233.5,25680.9,20609.6,17278.7,15764.9,15101.3,12643.7,11367,11858.6,11118,12053.9,11795.2,7883.13,6174.14,5552.5,6111.14,6864.25,6927.24,7407.57,7728.12,8768.65,9750.19,9171.25,8024.03,6152.42,4601.26,3788.61,3486.34,3499.32,3431.23,3393.78,3195.77,2932.08,3385.08,3581.13,3667.74,3776.29,2736.45,2530.41,2977.34,3284.88,3349.4,2794.21,2479.42,2377.8,2279.55,2034.85,1863.79,1749.72,1853.22,1758.15,1413.53,1235.08,1121.77,960.555,882.633,884.422,985.958,1145.5,1278.09,1406.91,1522.84,1628.7,1706.75,1937.86,2258.99,2662.19,3072.68,3419.26,3874.79,4232.6
28366.4,26450,23842.1,21699,20346.9,17733.6,13779.7,10386.7,7780.77,6338.93,5959.9,4946.83,4593.79,6187.43,6867.28,6784.8,4168.2,2672.29,3961.58,4915.69,5666.04,6344.18,6068.46,5981.33,5879.09,6506.75,6763.85,6026.83,5007.26,3598.13,2201.19,1508.68,1960.92,2584.38,2127.06,2288.14,2717.08,2462.01,2576.67,2534.18,2477.01,2781.66,2452.93,2341.23,2774.25,3082.57,2917.5,2485.83,2211.94,1911.72,1867.24,1749.23,1598.12,1455.08,1409.33,1318.5,1044.44,856.016,746.16,694.876,726.896,789.988,925.607,1081.46,1175.36,1278.85,1403.33,1618.97,1846.89,2467.44,3281.66,3925.25,4404.36,4900.58,5517.62,5832.78
26385.6,23825.4,21517.7,19065.5,17210.5,16112.6,13276.8,9257.48,5198.64,3816.88,4221.28,5389.74,6730.45,10635.5,13369.3,13140,7157.92,3774.2,4007.96,3821.15,4819.38,6029.91,6133.67,6137.49,6245.56,5888.47,5288.23,3809.63,2101.89,1140.04,929.31,1108.68,1925.2,2111.7,2038.36,2683.99,3233.8,2904.23,2900.84,2740.24,2663.66,2652.74,2479.36,2600.45,2540.14,2572.89,2668.44,2205.06,1781.62,1422.71,1344.27,1514.16,1856.09,1747.37,1608.23,1325.37,958.14,812.24,607.445,534.78,677.684,820.25,954.072,1189.19,1379.38,1682.03,2022.51,2167.9,2342.2,2609.15,3163.43,3916.24,4340.62,5242.06,6417.55,6948.58
22741.3,20349.9,19010,17182.1,15549.7,15065.8,13196.5,10360.9,8017.57,6982.25,5616.57,5066.2,5794.5,6890.15,8060.27,8906.77,6590.89,5886.93,6180.97,4963.58,6644.81,9230.07,10083,9593.26,9067.45,8415.81,7776.55,5877.18,2731.75,1582.76,1398.3,1678.86,2029.74,1773.69,1829.13,2111.38,2903.27,3442.52,3642.89,3395.88,3017.46,2469.41,1805.23,1839.52,2085.65,2161.03,2112.59,2112.24,2010.54,1722.53,1492.04,1422.07,1670.07,1519.54,1376.02,1046.94,869.199,861.395,835.591,840.824,884.004,862.134,932.196,1201.69,1412.78,1673.87,1972.06,2124.47,2314.63,2605.82,3103.94,3850.48,4339.22,5192.67,6206.22,6799.6
27333.8,25419.5,24033.2,22745.7,21382.1,20299.3,18872,16219.8,14053.3,13197.9,9755.46,7401.72,7551.34,9412.09,10577.3,10067,7333.28,4446.14,3541.27,3369.3,5343.04,7697.85,8482.32,8199.84,7842.51,7792.58,7071.32,5873.57,3119.37,1687.87,1561.83,1991.47,2402.38,1794.74,1227.28,1288.25,1786.43,2000.13,2195.11,2168.4,2102.53,1927,1586.7,2020.73,2393.48,2317.31,2281.6,2430.1,2393.59,2078.64,1633.23,1234.73,1301.09,1058.4,905.48,746.279,782.64,804.006,791.424,811.401,803.254,743.205,802.984,965.895,1064.07,1162.36,1290.7,1423.46,1661.15,1942.13,2563.84,3223.15,3440.98,3817.51,4273.15,4627.66
28907.1,27200.9,25447.2,23340.8,21038.5,19640.5,18073.1,15426.4,14545,15177,14346.7,10706.1,8621.12,8829.51,8888.64,7071.74,5309.19,3849.29,3406.34,3018.53,4535.17,6667.46,6621.58,5755.57,5748.24,6089.44,6476.92,6579.03,3660.1,1957.39,1751.04,2177.91,2667.88,2931.16,2637.65,2197.04,2269.11,2335.58,2351.11,2222.15,1944.28,1556.69,1297.42,1549.64,1709.73,1533.64,1479.12,1700.21,1729.81,1542.49,1099.57,825.94,927.78,735.854,497.949,391.515,523.077,533.523,444.857,426.095,413.34,379.182,438.391,589.814,765.61,942.033,1142.58,1364.68,1638.37,2130.1,2668.62,2999.54,3191.96,3594.68,3981.8,4263.86
31667.7,29858,28389.2,24812.1,21624.6,20799.7,20314.9,18434.4,15027.8,13331.9,13982.2,12612.3,10906.6,11637.3,12150.1,10370,7573.46,4416.83,3981.32,4813.56,8063.34,11335.9,11280,11070.5,10760.8,9890.2,8856.22,7759.33,4110.54,2256.24,2482.2,3371.35,4200.71,4581.86,4379.35,4024.55,3999.03,3694.74,3362.49,3023.16,2426.91,2143.79,2049.59,2802.91,3555.68,3314.9,2931.15,2687.43,2449.74,2253.96,1854,1426.4,1385.1,973.832,737.665,690.605,911.188,982.506,878.937,851.73,899.968,889.491,1027.21,1333.74,1542.4,1778.86,2045.46,2231.41,2634.8,3142.05,3823.01,4382.78,4514.9,4642.82,4745.2,5072.75
37104.9,34692.2,32875.3,30415.9,27541.4,25105.9,22852.8,20141.4,15663.2,12856.8,14037.5,13684,11544.3,11479.9,11855.6,11800.3,9631.84,6466.19,5497.17,6425.76,11838.6,18105.5,18593.4,17265.8,15807.7,13964.9,9660.7,6677.5,3811.57,1984.45,2045.44,2953.78,4074.48,4037.22,3433.73,3473.49,3602.53,2959.6,2459.62,2318.8,1910.34,1544.58,1507.79,2018.24,2023.43,1616.29,1531.03,1604.15,1457.9,1300.72,1266.29,1104.1,1141.19,913.657,727.635,669.619,660.634,540.985,446.183,460.309,587.599,698.659,896.097,1213.71,1401.5,1629.28,1952.81,2144.75,2555.46,3085.04,3401.33,3587.71,3692.85,3892.75,4261.5,4608.87
36169,34140.7,32684.5,28763.1,24557.8,22156.6,19602.4,16793.8,13676.6,11513.5,10727.5,8979.49,7903.42,9800.62,11639.5,12286.1,6794.57,3736.94,3177.24,3794.19,7032.98,10842.4,11352.5,10769.1,10252.8,9436.88,7261.04,5541.91,3799.15,2777.53,3749.92,5881.63,7513.99,7262.81,6380.53,5565.45,4824.71,3470.43,2655.4,2559.54,2215.6,1978.9,1807.38,2342.53,2773.48,2449.97,2304.6,2444.18,2649.73,2732.57,2554.55,2110.88,1923.41,1608.41,1095.72,961.315,856.406,708.847,685.485,694.657,855.215,987.834,1114.98,1400.96,1652.97,1944.37,2304.48,2553.87,3001.47,3743.41,4351.8,4732.64,4927.46,5022.59,5111.12,5184.95
41417.7,39378.9,37774.9,32905.7,28521.2,27054,25559.9,22345.6,17307.3,14359.9,12879.9,10547.6,9361.7,10944.7,12596.8,12028,9229.75,6360.33,4575.07,4482.47,6998.09,10214.5,10435.4,9269.63,8234.06,7380.75,5564.09,4442.97,2972.17,2120.7,2923.37,4449.96,5454.5,5458.45,5095.66,4637.15,4051.66,2954.59,2310.3,2295.07,2434.09,2375.85,2178.92,2509.57,2631.18,2389.25,2430.29,2522.88,2529.75,2333.5,1885.49,1465.19,1403,1264.78,988.597,1246.15,1176.19,855.017,747.673,717.403,804.481,863.065,940.891,1172.84,1461.45,1767.45,2066.98,2263.41,2658.37,3334.81,3799.17,4209.01,4506.9,4645.68,4749.38,4752.18
