rt1_1929,rt1_1930,rt1_1931,rt1_1932,rt1_1933,rt1_1934,rt1_1935,rt1_1936,rt1_1937,rt1_1938,rt1_1939,rt1_1940,rt1_1941,rt1_1942,rt1_1943,rt1_1944,rt1_1945,rt1_1946,rt1_1947,rt1_1948,rt1_1949,rt1_1950,rt1_1951,rt1_1952,rt1_1953,rt1_1954,rt1_1955,rt1_1956,rt1_1957,rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011
193564,217141,41874.9,101492,43233,797293,110593,205752,72138.4,263825,56264.7,1.18009e+006,275869,22784.3,33624.3,48959.5,376756,386148,82698.1,68338,20694.9,66650.4,67033.6,80008.7,453905,190459,41035.4,62837.7,18368.6,156420,591308,66670.1,160358,9242.85,52930.1,179720,148423,165555,31419.9,23054.5,111985,53442.8,25097.9,7877.87,126474,13275.7,47557.2,54866,56403.9,58607.4,78980.5,28588.8,17636.1,13327.8,49028.7,22973.6,30952,25779.2,11972.3,25598.5,16079.4,8312.69,15101.7,32535.4,84875,18530.8,6419.66,15827.7,100011,133699,28970.4,59248.3,58742.9,38648.9,88021.2,296464,129778,89197.2,55565,158992,262958,46389.8,107315
236116,305144,53266.1,171317,141070,1.19785e+006,197460,40961.1,57741.5,201178,168165,622161,355760,30088.3,42024.4,116201,305585,257849,62889,161968,11771.7,78550.3,23389.2,73933.9,452922,222892,26935.4,36789.2,19752.8,158249,381822,142496,58011.3,19358.8,39124.9,173866,220223,80935,26609.3,34603.8,136001,31501.4,36876.7,19577.5,141848,9359.95,36766.4,64543.2,93573.6,93760.5,31592.5,50017.2,26637.7,14431.5,43981.6,26294.9,35240.6,28974.5,9587.98,27655,54847.7,16252.2,21420.2,51009.9,73254.3,20789.9,10368.7,77023.9,115872,39214.3,39762.1,86312.4,123729,57179.1,169493,286012,138516,97193.5,34207.3,194805,229511,75116,75513.5
157550,156128,68984.2,220901,144212,902596,85135.8,48700.9,75994.1,293470,200039,555186,483619,60585.2,22005.8,123037,506898,274335,118673,77364.2,15398.1,51857.3,18874.5,60953.6,487289,167081,17956,30218.3,21318.6,286297,206671,145800,115266,53875,32247.8,134756,182908,33996,34667.7,20928.4,125849,82781.1,27795.7,16945.6,76312.3,4420.41,69210.9,83714.2,108220,69103.3,33488,36606.5,23181.3,59519.4,22696.1,25974.5,18568.7,37718.2,21783.1,25576.9,30714.6,17677.6,24549.3,33758.4,58164.7,21175.6,9114.91,52112.3,116862,41727.5,42987.8,102675,73692.7,72624,63032,146087,135533,73497.6,36547.1,86608.6,130114,31729.1,43342.7
171052,97225.9,36576.2,221374,143832,981144,29584.8,22504.5,231275,298263,257414,654979,339079,41264.1,13130.8,70779.3,448982,207665,192108,105424,5780.67,30696.2,14546.6,102610,579494,74247.6,28103.7,15813.7,13235.5,226846,112321,75724.6,72875.7,43004.8,46425.8,97121.1,92888,21078.8,35236.9,24786.7,84186.6,42820.5,43798.5,34172.8,125397,11147.6,38496.8,77232.4,67462.9,97702.7,49093.4,41248.3,16339.4,46542.7,19226.1,29931.8,17849.6,47506,14842.3,34636.2,100112,34697.1,11665.3,31747.7,121941,41318.3,27452.5,81059.8,103006,48185.4,29519.5,122709,105117,182263,87212.9,170384,215079,75930.9,26874,195591,105251,58497.2,34224.8
154679,98064.6,47565.9,126161,214104,1.22519e+006,69625,23487.5,278363,268609,225210,682842,112574,18653.1,42267.2,78706.6,726469,157810,204582,37755.2,19022.6,49343.9,22070.8,91812.9,555113,103508,34488,30712.2,17151.1,140241,111377,69457.9,32118.5,63370.5,23136.4,124102,195970,28866.1,23323.8,26949,99461.8,98113.6,58035.8,36216.2,124582,17601.1,23086.5,85167,31987.3,106076,46224.2,52325.1,45607.4,42063.8,22468.2,20456.5,24638.5,27588.1,11507.4,37035.6,56794.5,30756.4,16362.4,19563.8,60325.5,31933.9,22131.8,101265,114314,43731.9,21605.8,50505.2,106726,87442,64185.5,146414,138566,62024.2,74029.7,73589,57784.8,85003.8,42729.7
341583,56896.9,120550,210622,152720,964366,79298.1,16642.7,213292,543006,147772,720160,42083,37598.3,139415,29289.2,225816,367288,232815,74417.2,23287,58821.6,22028.3,79232,951563,36732.8,38022.6,99514.6,15166.7,379037,45225.8,24930.3,63925,81400.1,35325.8,98480.5,119398,67286.2,22333.3,48954.2,61678,97763.7,68799.4,30892.8,128310,10927.1,18462.4,75953.3,19394.6,157424,58163.2,27859,49797.6,51678.4,20511.1,16965.1,18409.4,74190.5,13977,95706,35074.5,42277.6,22605.3,11561.2,62850.2,66050.1,26247.4,105479,93965.8,108200,29955.5,34840.1,95568.6,38921.8,41112.9,235703,198854,115817,94854.3,67018.8,30852.9,127737,37560.7
167051,74261.3,44149.2,215914,205325,639420,24238,56290.2,78116.3,161645,133772,1.23436e+006,37768.4,27420.7,119947,63774.2,228842,389330,145201,78366.9,26478.8,31153.8,29570.4,51307.5,849119,120050,37571.4,67044.4,16369.1,137851,27230.1,70979.1,48677.2,89876.6,24111.7,83893.9,123654,57160.1,30798.5,32322.3,110554,51120.2,64457.6,36810.5,143463,19672.5,25828.1,64618.6,15590.5,119441,45694.6,45946.3,79827.3,43373.4,16245.2,18945,18060.8,34860.4,35244.5,75519.5,30130.9,32077.7,29430.6,11381.5,144323,59020,47341.8,146990,101928,66960,23092.7,22439,77582.1,102070,76745.8,278272,192880,90292.6,33054,42279.4,34280.7,33809.8,27880.5
127429,109941,56019.7,154119,220151,793043,45197.9,69140.7,71347.4,156013,137106,1.88463e+006,51289.5,111323,54427.9,80573.6,125631,497699,103387,132753,53178,43975.6,43823.1,61467.4,959452,102562,38850.6,116656,15614.5,501447,58012.6,51819.4,53209.2,127974,46548.9,86162.2,128421,88860.3,19379.2,45905.7,101326,64011.8,68040,30716.6,103143,35506.5,22077.6,23996.3,14320.1,110187,29183.6,87762.1,84296.6,17831.4,12519.6,32263,31836.5,53126.1,49569.8,47463.8,19378.8,28028.6,35939.3,19581.3,143442,97644,57542.1,148004,158651,81419.1,29153.5,39290,161761,220522,52504.6,453840,199487,91558.2,131049,86264.6,70881.1,112796,34806.8
141830,69580.3,65119.1,198493,157986,840342,55005.1,81355.1,108809,304302,80810.3,1.60276e+006,42592.6,61999.8,34277.5,130935,235759,395418,86073.5,124567,31877.1,70655.2,54231.1,27382.3,433711,167877,31305.4,283718,13855.9,202947,143630,109799,45188.8,120259,55842.4,108508,208309,63394,16504.4,46170.5,89111.8,64075.6,70653.8,55072.1,81639.4,42101.8,32781.5,23987.7,16518.1,86397.3,43956.4,78230.8,89683.5,22122.6,12259.2,30473.3,34168.3,95474.8,61154.8,36053.8,22708.5,52102.5,40368.1,47051,113788,82636.8,100052,314461,125139,97436.6,22881.3,98307.2,186351,338532,75765,264162,297304,100944,89100.8,110239,66796.4,87944,78344.1
277271,81113.4,55248.2,235057,147417,663900,34574.7,109994,32776.3,216424,87200.6,1.3967e+006,43966.5,60759.6,58116.2,66978.5,146944,402319,268943,91314.3,11582.4,72898.8,83147.2,20195.9,444619,215187,40731.6,229640,27932.1,110937,143832,49222.4,59502.2,313482,89421.7,105043,143101,45608,14825.6,68700,89504.4,98911.8,89335.5,47157.1,63771,51953.5,37739.2,35655,10263,58008.3,45894.2,79658.9,91585,32945.4,9184.55,21229.9,16734.4,90947.4,50969.4,27980.9,15675.6,76120.3,16910.2,29900.6,71750.9,47941.3,66264.4,132581,106339,88024.9,36279.9,65232.5,154212,213567,78213.1,119935,194749,146512,129347,100099,53906.3,119165,65257
